sli-12_batch-128_numunits-4_act-tanh_opt_adam_time_1, 0.05193689954594738, 0.06351181711273363, -5.945777320089284
sli-12_batch-128_numunits-4_act-tanh_opt_adam_time_2, 0.04840425532049333, 0.06222374741716401, -2.1922275103268833
Model, MAE, RMSE, r2
sli-12_batch-128_numunits-4_act-tanh_opt_adam_time_1, 0.05226772670861584, 0.0652000470485589, -7.614830402584587
sli-12_batch-128_numunits-4_act-tanh_opt_adam_time_2, 0.05551905003020769, 0.07028503524048134, -67.97545114623719
Model, MAE, RMSE, r2
Model, MAE, RMSE, r2
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_1, 0.02169283330977823, 0.03333635426061075, 0.7102130429462747
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_17, 0.0250147131564769, 0.03711211134625664, 0.5952137218777962
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_5, 0.023994462891184898, 0.035938108790385594, 0.6682712573198069
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_25, 0.023441912228283096, 0.03542826759761511, 0.6552319142804844
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_9, 0.0244810830269369, 0.036379801879805745, 0.6378485843737285
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_23, 0.025992486034691977, 0.03781658136552547, 0.5985691977256393
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_19, 0.034690669693366996, 0.04511681076784295, 0.41384955640160637
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_3, 0.025669364248592084, 0.03742634290847386, 0.6316766191210663
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_27, 0.027491016129515204, 0.039521985906207084, 0.5468179106135025
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_15, 0.024646850856417924, 0.03661150788771382, 0.6677225345582027
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_21, 0.025216536994121894, 0.03684278417528948, 0.6428200139660678
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_7, 0.02630174076597767, 0.03825344938789131, 0.5718309115104259
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_13, 0.023560686356285578, 0.03553199160073497, 0.6144735605666845
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_29, 0.02898665686113922, 0.040510770078391156, 0.5057669182388049
sli-12_batch-64_numunits-4_act-tanh_opt_adam_time_11, 0.0226254998238447, 0.03477583673628588, 0.6575709691306107
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_5, 0.036279856102927284, 0.04647130383870185, 0.4013442447933854
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_27, 0.022910049210270914, 0.03530639975944942, 0.6144454952132035
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_23, 0.023085331886047486, 0.03532394605265531, 0.6202048868643486
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_17, 0.029222469083862595, 0.04079776823097358, 0.5134919313491353
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_15, 0.029684059571954507, 0.04098646501420663, 0.5646518987146458
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_21, 0.029057406139199486, 0.04076510867570292, 0.4657238252923517
sli-12_batch-64_numunits-4_2_act-tanh_opt_adam_time_25, 0.026078817958708044, 0.03807666200934896, 0.58155253040807
